Source,Target,Type,Id,Label,Weight
Austria,Cote d'Ivoire,Directed,3447,,0.02
Austria,Cuba,Directed,3448,,13.18
Austria,Democratic People's Republic of Korea,Directed,3449,,0.05
Austria,Democratic Republic of the Congo,Directed,3450,,0.38
Austria,Djibouti,Directed,3451,,0.01
Austria,Dominican Republic,Directed,3452,,0.05
Austria,Ecuador,Directed,3453,,0.33
Austria,Egypt,Directed,3454,,5.82
Austria,El Salvador,Directed,3455,,0.44
Austria,Equatorial Guinea,Directed,3456,,0.01
Austria,Eritrea,Directed,3457,,0.01
Austria,Ethiopia,Directed,3458,,13.49
Austria,Fiji,Directed,3459,,0.04
Austria,Gambia,Directed,3460,,0.05
Austria,Georgia,Directed,3461,,7.4
Austria,Ghana,Directed,3462,,2.9
Austria,Guatemala,Directed,3463,,4.96
Austria,Guinea,Directed,3464,,0.01
Austria,Haiti,Directed,3465,,0.04
Austria,Honduras,Directed,3466,,1.3
Austria,India,Directed,3467,,5.14
Austria,Indonesia,Directed,3468,,2.51
Austria,Iran,Directed,3469,,12.06
Austria,Iraq,Directed,3470,,5.17
Austria,Jamaica,Directed,3471,,0.01
Austria,Jordan,Directed,3472,,0.79
Austria,Kazakhstan,Directed,3473,,3.12
Austria,Kenya,Directed,3474,,7.99
Austria,Kosovo,Directed,3475,,8.5
Austria,Kyrgyzstan,Directed,3476,,0.45
Austria,Lao People's Democratic Republic,Directed,3477,,4.77
Austria,Lebanon,Directed,3478,,0.88
Austria,Lesotho,Directed,3479,,0.14
Austria,Libya,Directed,3480,,1.64
Austria,Madagascar,Directed,3481,,0.04
Austria,Malawi,Directed,3482,,0.07
Austria,Malaysia,Directed,3483,,0.29
Austria,Maldives,Directed,3484,,0.06
Austria,Mali,Directed,3485,,0.09
Austria,Mauritius,Directed,3486,,0.02
Austria,Mexico,Directed,3487,,3.49
Austria,Moldova,Directed,3488,,3.52
Austria,Mongolia,Directed,3489,,4.79
Austria,Montenegro,Directed,3490,,1.3
Austria,Morocco,Directed,3491,,0.7
Austria,Mozambique,Directed,3492,,7.2
Austria,Myanmar,Directed,3493,,1.73
Austria,Namibia,Directed,3494,,0.05
Austria,Nepal,Directed,3495,,1.86
Austria,Nicaragua,Directed,3496,,2.33
Austria,Niger,Directed,3497,,0.01
Austria,Nigeria,Directed,3498,,1.75
Austria,North Macedonia,Directed,3499,,2.33
Austria,Pakistan,Directed,3500,,2.28
Austria,Panama,Directed,3501,,0.03
Austria,Papua New Guinea,Directed,3502,,0.51
Austria,Paraguay,Directed,3503,,0.18
Austria,Peru,Directed,3504,,0.87
Austria,Philippines,Directed,3505,,0.61
Austria,Rwanda,Directed,3506,,0.34
Austria,Saint Vincent and the Grenadines,Directed,3507,,0.04
Austria,Senegal,Directed,3508,,1.29
Austria,Serbia,Directed,3509,,13.46
Austria,Sierra Leone,Directed,3510,,0.04
Austria,Somalia,Directed,3511,,0.15
Austria,South Africa,Directed,3512,,0.76
Austria,South Sudan,Directed,3513,,2.14
Austria,Sri Lanka,Directed,3514,,6.13
Austria,Sudan,Directed,3515,,0.25
Austria,Syrian Arab Republic,Directed,3516,,8.2
Austria,Tajikistan,Directed,3517,,0.15
Austria,Tanzania,Directed,3518,,1.12
Austria,Thailand,Directed,3519,,1.31
Austria,Togo,Directed,3520,,0.09
Austria,Tunisia,Directed,3521,,2.28
Austria,Türkiye,Directed,3522,,33.75
Austria,Turkmenistan,Directed,3523,,0.16
Austria,Uganda,Directed,3524,,6.99
Austria,Ukraine,Directed,3525,,19.040001
Austria,Uzbekistan,Directed,3526,,0.36
Austria,Vanuatu,Directed,3527,,0.22
Austria,Venezuela,Directed,3528,,0.42
Austria,Viet Nam,Directed,3529,,3.9
Austria,West Bank and Gaza Strip,Directed,3530,,5.55
Austria,Yemen,Directed,3531,,1.31
Austria,Zambia,Directed,3532,,0.29
Austria,Zimbabwe,Directed,3533,,0.36
Belgium,Afghanistan,Directed,3534,,0.06
Belgium,Albania,Directed,3535,,0.03
Belgium,Algeria,Directed,3536,,5.3
Belgium,Argentina,Directed,3537,,0.03
Belgium,Armenia,Directed,3538,,0.27
Belgium,Bangladesh,Directed,3539,,1.22
Belgium,Belarus,Directed,3540,,0.02
Belgium,Benin,Directed,3541,,27.68
Belgium,Bolivia,Directed,3542,,10.86
Belgium,Bosnia and Herzegovina,Directed,3543,,0.05
Belgium,Brazil,Directed,3544,,1.27
Belgium,Burkina Faso,Directed,3545,,15.61
Belgium,Burundi,Directed,3546,,41.509998
Belgium,Cambodia,Directed,3547,,4.22
Belgium,Cameroon,Directed,3548,,2.66
Belgium,Central African Republic,Directed,3549,,3.47
Belgium,Chad,Directed,3550,,4.48
Belgium,China (People's Republic of),Directed,3551,,0.48
Belgium,Colombia,Directed,3552,,1.96
Belgium,Congo,Directed,3553,,0.02
Belgium,Costa Rica,Directed,3554,,0.05
Belgium,Cote d'Ivoire,Directed,3555,,0.09
Belgium,Cuba,Directed,3556,,12.55
Belgium,Democratic Republic of the Congo,Directed,3557,,128.279999
Belgium,Dominican Republic,Directed,3558,,0.43
Belgium,Ecuador,Directed,3559,,9.02
Belgium,Egypt,Directed,3560,,0.29
Belgium,El Salvador,Directed,3561,,2.05
Belgium,Ethiopia,Directed,3562,,3.85
Belgium,Gambia,Directed,3563,,0.22
Belgium,Georgia,Directed,3564,,0.01
Belgium,Ghana,Directed,3565,,5.4
Belgium,Guatemala,Directed,3566,,3.05
Belgium,Guinea,Directed,3567,,10.6
Belgium,Guinea-Bissau,Directed,3568,,0.02
Belgium,Haiti,Directed,3569,,10.02
Belgium,Honduras,Directed,3570,,1.67
Belgium,India,Directed,3571,,1.64
Belgium,Indonesia,Directed,3572,,3.24
Belgium,Iran,Directed,3573,,0.01
Belgium,Iraq,Directed,3574,,12.98
Belgium,Jamaica,Directed,3575,,0.21
Belgium,Jordan,Directed,3576,,3.74
Belgium,Kenya,Directed,3577,,18.58
Belgium,Lao People's Democratic Republic,Directed,3578,,0.41
Belgium,Lebanon,Directed,3579,,6.21
Belgium,Liberia,Directed,3580,,0.02
Belgium,Libya,Directed,3581,,3.91
Belgium,Madagascar,Directed,3582,,3.03
Belgium,Malawi,Directed,3583,,7.63
Belgium,Malaysia,Directed,3584,,0.01
Belgium,Mali,Directed,3585,,13.27
Belgium,Mauritania,Directed,3586,,0.17
Belgium,Mexico,Directed,3587,,0.08
Belgium,Moldova,Directed,3588,,0.01
Belgium,Mongolia,Directed,3589,,2.53
Belgium,Montenegro,Directed,3590,,0.01
Belgium,Morocco,Directed,3591,,13.15
Belgium,Mozambique,Directed,3592,,12.47
Belgium,Myanmar,Directed,3593,,0.07
Belgium,Namibia,Directed,3594,,0.03
Belgium,Nepal,Directed,3595,,0.91
Belgium,Nicaragua,Directed,3596,,2.43
Belgium,Niger,Directed,3597,,22.35
Belgium,Nigeria,Directed,3598,,5.18
Belgium,North Macedonia,Directed,3599,,0.01
Belgium,Pakistan,Directed,3600,,0.02
Belgium,Palau,Directed,3601,,0.02
Belgium,Panama,Directed,3602,,0.03
Belgium,Peru,Directed,3603,,13.94
Belgium,Philippines,Directed,3604,,4.91
Belgium,Rwanda,Directed,3605,,41.860001
Belgium,Senegal,Directed,3606,,10.63
Belgium,Serbia,Directed,3607,,0.04
Belgium,Somalia,Directed,3608,,0.03
Belgium,South Africa,Directed,3609,,11.5
Belgium,South Sudan,Directed,3610,,6.95
Belgium,Sri Lanka,Directed,3611,,0.83
Belgium,Sudan,Directed,3612,,0.02
Belgium,Suriname,Directed,3613,,1.12
Belgium,Syrian Arab Republic,Directed,3614,,13.7
Belgium,Tanzania,Directed,3615,,12.23
Belgium,Thailand,Directed,3616,,0.07
Belgium,Togo,Directed,3617,,0.74
Belgium,Tunisia,Directed,3618,,0.97
Belgium,Türkiye,Directed,3619,,8.58
Belgium,Uganda,Directed,3620,,26.139999
Belgium,Ukraine,Directed,3621,,3.64
Belgium,Uzbekistan,Directed,3622,,0.01
Belgium,Venezuela,Directed,3623,,0.01
Belgium,Viet Nam,Directed,3624,,29.809999
Belgium,West Bank and Gaza Strip,Directed,3625,,25.08
Belgium,Yemen,Directed,3626,,10.32
Belgium,Zambia,Directed,3627,,1.32
Belgium,Zimbabwe,Directed,3628,,0.74
Canada,Afghanistan,Directed,3629,,126.599998
Canada,Albania,Directed,3630,,0.01
Canada,Antigua and Barbuda,Directed,3631,,0.16
Canada,Argentina,Directed,3632,,1.07
Canada,Armenia,Directed,3633,,0.01
Canada,Bangladesh,Directed,3634,,89.279999
Canada,Belarus,Directed,3635,,0.01
Canada,Belize,Directed,3636,,0.54
Canada,Benin,Directed,3637,,18.09
Canada,Bhutan,Directed,3638,,0.05
Canada,Bolivia,Directed,3639,,11.8
Canada,Bosnia and Herzegovina,Directed,3640,,0.14
Canada,Botswana,Directed,3641,,0.24
Canada,Brazil,Directed,3642,,1.13
Canada,Burkina Faso,Directed,3643,,43.939999
Canada,Burundi,Directed,3644,,5.07
Canada,Cabo Verde,Directed,3645,,0.19
Canada,Cambodia,Directed,3646,,2.77
Canada,Cameroon,Directed,3647,,14.17
Canada,Central African Republic,Directed,3648,,15.34
Canada,Chad,Directed,3649,,14.64
Canada,Colombia,Directed,3650,,35.310001
Canada,Comoros,Directed,3651,,0.19
Canada,Congo,Directed,3652,,0.21
Canada,Costa Rica,Directed,3653,,1.09
Canada,Cote d'Ivoire,Directed,3654,,15.76
Canada,Cuba,Directed,3655,,2.2
Canada,Democratic People's Republic of Korea,Directed,3656,,1.8
Canada,Democratic Republic of the Congo,Directed,3657,,67.239998
Canada,Djibouti,Directed,3658,,1.24
Canada,Dominica,Directed,3659,,4.45
Canada,Dominican Republic,Directed,3660,,0.89
Canada,Ecuador,Directed,3661,,1
Canada,Egypt,Directed,3662,,1.09
Canada,El Salvador,Directed,3663,,2.92
Canada,Equatorial Guinea,Directed,3664,,0.19
Canada,Eswatini,Directed,3665,,0.2
Canada,Ethiopia,Directed,3666,,90.559998
Canada,Fiji,Directed,3667,,1.43
Canada,Gabon,Directed,3668,,0.26
Canada,Gambia,Directed,3669,,0.1
Canada,Ghana,Directed,3670,,69.709999
Canada,Grenada,Directed,3671,,0.15
Canada,Guatemala,Directed,3672,,14.76
Canada,Guinea,Directed,3673,,2.74
Canada,Guinea-Bissau,Directed,3674,,0.22
Canada,Guyana,Directed,3675,,1.48
Canada,Haiti,Directed,3676,,88.949997
Canada,Honduras,Directed,3677,,23.120001
Canada,India,Directed,3678,,4.39
Canada,Indonesia,Directed,3679,,15.04
Canada,Iran,Directed,3680,,0.31
Canada,Iraq,Directed,3681,,76.440002
Canada,Jamaica,Directed,3682,,4.18
Canada,Jordan,Directed,3683,,87.940002
Canada,Kazakhstan,Directed,3684,,0.02
Canada,Kenya,Directed,3685,,36.459999
Canada,Kosovo,Directed,3686,,0.06
Canada,Kyrgyzstan,Directed,3687,,0.02
Canada,Lao People's Democratic Republic,Directed,3688,,1.86
Canada,Lebanon,Directed,3689,,68.599998
Canada,Liberia,Directed,3690,,1.21
Canada,Libya,Directed,3691,,4.27
Canada,Madagascar,Directed,3692,,2.64
Canada,Malawi,Directed,3693,,10.74
Canada,Malaysia,Directed,3694,,0.13
Canada,Mali,Directed,3695,,86.18
Canada,Mauritania,Directed,3696,,3.79
Canada,Mauritius,Directed,3697,,0.19
Canada,Mexico,Directed,3698,,3.88
Canada,Moldova,Directed,3699,,0.1
Canada,Mongolia,Directed,3700,,5.93
Canada,Morocco,Directed,3701,,6.34
Canada,Mozambique,Directed,3702,,50.220001
Canada,Myanmar,Directed,3703,,26.780001
Canada,Namibia,Directed,3704,,0.32
Canada,Nepal,Directed,3705,,8.47
Canada,Nicaragua,Directed,3706,,6.64
Canada,Niger,Directed,3707,,18.43
Canada,Nigeria,Directed,3708,,45.139999
Canada,Pakistan,Directed,3709,,13.3
Canada,Panama,Directed,3710,,0.94
Canada,Papua New Guinea,Directed,3711,,0.62
Canada,Paraguay,Directed,3712,,0.59
Canada,Peru,Directed,3713,,24.809999
Canada,Philippines,Directed,3714,,10.83
Canada,Rwanda,Directed,3715,,8.27
Canada,Saint Lucia,Directed,3716,,0.34
Canada,Saint Vincent and the Grenadines,Directed,3717,,0.69
Canada,Sao Tome and Principe,Directed,3718,,0.19
Canada,Senegal,Directed,3719,,71.800003
Canada,Serbia,Directed,3720,,0.13
Canada,Sierra Leone,Directed,3721,,2.05
Canada,Solomon Islands,Directed,3722,,0.3
Canada,Somalia,Directed,3723,,23.200001
Canada,South Africa,Directed,3724,,4.54
Canada,South Sudan,Directed,3725,,51.349998
Canada,Sri Lanka,Directed,3726,,1.79
Canada,Sudan,Directed,3727,,12.29
Canada,Suriname,Directed,3728,,0.59
Canada,Syrian Arab Republic,Directed,3729,,109.139999
Canada,Tajikistan,Directed,3730,,0.04
Canada,Tanzania,Directed,3731,,63.77
Canada,Thailand,Directed,3732,,0.02
Canada,Timor-Leste,Directed,3733,,0.01
Canada,Togo,Directed,3734,,1.82
Canada,Tunisia,Directed,3735,,2.96
Canada,Uganda,Directed,3736,,15.54
Canada,Ukraine,Directed,3737,,32.209999
Canada,Vanuatu,Directed,3738,,0.54
Canada,Venezuela,Directed,3739,,0.73
Canada,Viet Nam,Directed,3740,,14.32
Canada,West Bank and Gaza Strip,Directed,3741,,32.110001
Canada,Yemen,Directed,3742,,36.77
Canada,Zambia,Directed,3743,,4.25
Canada,Zimbabwe,Directed,3744,,0.98
Czech Republic,Afghanistan,Directed,3745,,2.09
Czech Republic,Albania,Directed,3746,,0.23
Czech Republic,Angola,Directed,3747,,0.05
Czech Republic,Argentina,Directed,3748,,0.02
Czech Republic,Armenia,Directed,3749,,0.59
Czech Republic,Azerbaijan,Directed,3750,,0.04
Czech Republic,Bangladesh,Directed,3751,,0.02
Czech Republic,Belarus,Directed,3752,,0.7
Czech Republic,Bolivia,Directed,3753,,0.03
Czech Republic,Bosnia and Herzegovina,Directed,3754,,6.37
Czech Republic,Brazil,Directed,3755,,0.06
Czech Republic,Burkina Faso,Directed,3756,,0.03
Czech Republic,Cabo Verde,Directed,3757,,0.07
Czech Republic,Cambodia,Directed,3758,,1.39
Czech Republic,Cameroon,Directed,3759,,0.01
Czech Republic,Central African Republic,Directed,3760,,0.25
Czech Republic,Chad,Directed,3761,,0.23
Czech Republic,China (People's Republic of),Directed,3762,,0.03
Czech Republic,Colombia,Directed,3763,,0.17
Czech Republic,Congo,Directed,3764,,0.01
Czech Republic,Costa Rica,Directed,3765,,0.01
Czech Republic,Cuba,Directed,3766,,0.32
Czech Republic,Ecuador,Directed,3767,,0.02
Czech Republic,Egypt,Directed,3768,,0.07
Czech Republic,El Salvador,Directed,3769,,0.03
Czech Republic,Ethiopia,Directed,3770,,5.04
Czech Republic,Gabon,Directed,3771,,0.03
Czech Republic,Gambia,Directed,3772,,0.02
Czech Republic,Georgia,Directed,3773,,3.51
Czech Republic,Ghana,Directed,3774,,0.13
Czech Republic,Guinea,Directed,3775,,0.03
Czech Republic,Honduras,Directed,3776,,0.03
Czech Republic,India,Directed,3777,,0.14
Czech Republic,Indonesia,Directed,3778,,0.64
Czech Republic,Iran,Directed,3779,,0.05
Czech Republic,Iraq,Directed,3780,,2.42
Czech Republic,Jordan,Directed,3781,,1.69
Czech Republic,Kazakhstan,Directed,3782,,0.02
Czech Republic,Kenya,Directed,3783,,0.06
Czech Republic,Kosovo,Directed,3784,,0.69
Czech Republic,Kyrgyzstan,Directed,3785,,0.1
Czech Republic,Lao People's Democratic Republic,Directed,3786,,0.07
Czech Republic,Lebanon,Directed,3787,,0.57
Czech Republic,Libya,Directed,3788,,0.23
Czech Republic,Malawi,Directed,3789,,0.02
Czech Republic,Mali,Directed,3790,,1.67
Czech Republic,Mexico,Directed,3791,,0.13
Czech Republic,Moldova,Directed,3792,,3.67
Czech Republic,Mongolia,Directed,3793,,0.79
Czech Republic,Montenegro,Directed,3794,,0.02
Czech Republic,Morocco,Directed,3795,,0.02
Czech Republic,Mozambique,Directed,3796,,0.01
Czech Republic,Myanmar,Directed,3797,,1.25
Czech Republic,Namibia,Directed,3798,,0.1
Czech Republic,Nepal,Directed,3799,,0.02
Czech Republic,Nicaragua,Directed,3800,,0.02
Czech Republic,Niger,Directed,3801,,0.69
Czech Republic,Nigeria,Directed,3802,,0.61
Czech Republic,North Macedonia,Directed,3803,,1.38
Czech Republic,Pakistan,Directed,3804,,0.01
Czech Republic,Panama,Directed,3805,,0.05
Czech Republic,Paraguay,Directed,3806,,0.02
Czech Republic,Peru,Directed,3807,,0.34
Czech Republic,Philippines,Directed,3808,,0.21
Czech Republic,Senegal,Directed,3809,,0.16
Czech Republic,Serbia,Directed,3810,,0.89
Czech Republic,Somalia,Directed,3811,,0.02
Czech Republic,South Sudan,Directed,3812,,0.33
Czech Republic,Sri Lanka,Directed,3813,,0.12
Czech Republic,Sudan,Directed,3814,,0.05
Czech Republic,Syrian Arab Republic,Directed,3815,,2.09
Czech Republic,Tajikistan,Directed,3816,,0.06
Czech Republic,Tanzania,Directed,3817,,0.02
Czech Republic,Thailand,Directed,3818,,0.03
Czech Republic,Tunisia,Directed,3819,,0.03
Czech Republic,Türkiye,Directed,3820,,5.36
Czech Republic,Uganda,Directed,3821,,0.01
Czech Republic,Ukraine,Directed,3822,,3.62
Czech Republic,Uzbekistan,Directed,3823,,0.07
Czech Republic,Venezuela,Directed,3824,,0.07
Czech Republic,Viet Nam,Directed,3825,,0.06
Czech Republic,West Bank and Gaza Strip,Directed,3826,,0.42
Czech Republic,Yemen,Directed,3827,,0.55
Czech Republic,Zambia,Directed,3828,,1.91
Czech Republic,Zimbabwe,Directed,3829,,0.11
Denmark,Afghanistan,Directed,3830,,80.040001
Denmark,Albania,Directed,3831,,3.91
Denmark,Armenia,Directed,3832,,0.67
Denmark,Bangladesh,Directed,3833,,30.780001
Denmark,Bolivia,Directed,3834,,25.129999
Denmark,Brazil,Directed,3835,,0.5
Denmark,Burkina Faso,Directed,3836,,38.060001
Denmark,China (People's Republic of),Directed,3837,,2.86
Denmark,Colombia,Directed,3838,,0.54
Denmark,Cuba,Directed,3839,,3.07
Denmark,Ethiopia,Directed,3840,,25.389999
Denmark,Georgia,Directed,3841,,12.28
Denmark,Ghana,Directed,3842,,40.790001
Denmark,India,Directed,3843,,0.8
Denmark,Indonesia,Directed,3844,,7.66
Denmark,Iran,Directed,3845,,0.32
Denmark,Iraq,Directed,3846,,3.51
Denmark,Jordan,Directed,3847,,0.95
Denmark,Kenya,Directed,3848,,38.700001
Denmark,Lebanon,Directed,3849,,8.38
Denmark,Libya,Directed,3850,,3.14
Denmark,Mali,Directed,3851,,28.610001
Denmark,Mexico,Directed,3852,,0.47
Denmark,Moldova,Directed,3853,,0.42
Denmark,Morocco,Directed,3854,,1.48
Denmark,Mozambique,Directed,3855,,31.950001
Denmark,Myanmar,Directed,3856,,25.309999
Denmark,Nepal,Directed,3857,,16.290001
Denmark,Niger,Directed,3858,,17.57
Denmark,Nigeria,Directed,3859,,0.13
Denmark,Pakistan,Directed,3860,,0.25
Denmark,Philippines,Directed,3861,,0.33
Denmark,Somalia,Directed,3862,,19.139999
Denmark,South Africa,Directed,3863,,1.74
Denmark,South Sudan,Directed,3864,,21.01
Denmark,Sri Lanka,Directed,3865,,0.06
Denmark,Sudan,Directed,3866,,3.09
Denmark,Syrian Arab Republic,Directed,3867,,60.23
Denmark,Tanzania,Directed,3868,,54.32
Denmark,Tunisia,Directed,3869,,0.18
Denmark,Türkiye,Directed,3870,,39.360001
Denmark,Uganda,Directed,3871,,37.470001
Denmark,Ukraine,Directed,3872,,18.6
Denmark,Viet Nam,Directed,3873,,8.26
Denmark,West Bank and Gaza Strip,Directed,3874,,19.68
Denmark,Yemen,Directed,3875,,22.42
Denmark,Zambia,Directed,3876,,0.67
Finland,Afghanistan,Directed,3877,,22.84
Finland,Albania,Directed,3878,,0.12
Finland,Algeria,Directed,3879,,0.17
Finland,Argentina,Directed,3880,,0.09
Finland,Armenia,Directed,3881,,0.05
Finland,Azerbaijan,Directed,3882,,0.11
Finland,Bangladesh,Directed,3883,,2.87
Finland,Belarus,Directed,3884,,0.15
Finland,Bhutan,Directed,3885,,0.19
Finland,Bolivia,Directed,3886,,0.32
Finland,Botswana,Directed,3887,,0.12
Finland,Brazil,Directed,3888,,0.48
Finland,Burkina Faso,Directed,3889,,0.71
Finland,Burundi,Directed,3890,,0.74
Finland,Cambodia,Directed,3891,,1.94
Finland,Cameroon,Directed,3892,,0.11
Finland,Central African Republic,Directed,3893,,0.79
Finland,China (People's Republic of),Directed,3894,,0.57
Finland,Colombia,Directed,3895,,0.53
Finland,Cote d'Ivoire,Directed,3896,,0.17
Finland,Cuba,Directed,3897,,0.01
Finland,Democratic People's Republic of Korea,Directed,3898,,0.38
Finland,Democratic Republic of the Congo,Directed,3899,,0.56
Finland,Djibouti,Directed,3900,,0.01
Finland,Dominican Republic,Directed,3901,,0.07
Finland,Ecuador,Directed,3902,,0.01
